name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,set_enum,is_masters,is_booster,oracle_len,exp,pred
Faerie Harbinger,0,1,0,0,0,0,0,0,4.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,6403.0,2,2,2,0,1.0,174.0,0,0
Scaldkin,0,1,0,0,0,0,0,0,4.0,2014,2014,1.0,0,1,0,1,0,0,1,1,1,1,1,0,0,4,18112.0,2,2,2,0,1.0,67.0,0,0
Zombie Boa,0,1,0,0,0,0,0,0,5.0,2001,2001,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,18579.0,3,3,2,0,1.0,183.0,0,0
Creeping Corrosion,0,0,0,1,0,0,0,0,4.0,2011,2011,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,6712.0,-5,-5,2,0,1.0,22.0,0,0
Lava Burst,0,0,0,1,0,0,0,0,1.0,1995,2001,2.0,0,0,0,1,0,0,1,0,0,1,1,0,1,3,11237.0,-5,-5,4,1,1.0,167.0,0,0
Abbey Matron,0,1,0,0,0,0,0,0,3.0,1995,1995,2.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,19187.0,1,1,2,0,1.0,52.0,0,0
Demonic Appetite,0,0,0,0,0,1,0,0,1.0,2010,2010,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,17437.0,-5,-5,2,0,1.0,114.0,0,0
Devout Witness,0,1,0,0,0,0,0,0,3.0,1999,1999,1.0,1,0,0,0,0,0,1,0,0,1,1,0,1,3,10764.0,2,2,4,1,1.0,68.0,0,0
Highborn Ghoul,0,1,0,0,0,0,0,0,2.0,2012,2012,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,12173.0,2,2,2,0,1.0,117.0,0,0
Noble Benefactor,0,1,0,0,0,0,0,0,3.0,1997,2020,2.0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,6342.0,2,2,4,1,1.0,176.0,0,0
Ballyrush Banneret,0,1,0,0,0,0,0,0,2.0,2008,2008,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,6751.0,2,2,2,0,1.0,65.0,0,0
Strength of Isolation,0,0,0,0,0,1,0,0,2.0,2002,2002,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,13721.0,-5,-5,2,0,1.0,213.0,0,0
Shredded Sails,0,0,1,0,0,0,0,0,2.0,2020,2020,1.0,0,0,0,1,0,1,1,1,1,1,1,0,0,4,8307.0,-5,-5,2,0,1.0,154.0,0,0
Wild Nacatl,0,1,0,0,0,0,0,0,1.0,2008,2019,4.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,6705.0,1,1,6,0,0.0,113.0,0,0
Virtus the Veiled,1,1,0,0,0,0,0,0,3.0,2018,2020,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4792.0,1,1,4,1,1.0,267.0,0,1
Morbid Plunder,0,0,0,1,0,0,0,0,3.0,2011,2011,1.0,0,0,1,0,0,0,1,1,0,1,1,0,1,4,12230.0,-5,-5,6,0,0.0,72.0,0,0
Winter Orb,0,0,0,0,0,0,0,1,2.0,1993,2016,10.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,787.0,-5,-5,4,1,1.0,99.0,1,1
Dimir Locket,0,0,0,0,0,0,0,1,3.0,2018,2018,1.0,0,1,1,0,0,0,1,1,1,1,1,0,0,4,1897.0,-5,-5,2,0,1.0,87.0,0,0
Thornscape Battlemage,0,1,0,0,0,0,0,0,3.0,2001,2019,5.0,1,0,0,1,1,0,1,1,0,1,0,0,1,3,15208.0,2,2,4,1,1.0,324.0,0,0
Starfield of Nyx,0,0,0,0,0,1,0,0,5.0,2015,2015,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1785.0,-5,-5,1,0,1.0,327.0,1,1
Tin Street Hooligan,0,1,0,0,0,0,0,0,2.0,2006,2006,1.0,0,0,0,1,1,0,1,1,0,1,1,0,0,4,13642.0,2,2,2,0,1.0,102.0,0,0
Masticore,0,1,0,0,0,0,0,1,4.0,1999,2010,2.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,12384.0,4,4,4,1,1.0,156.0,1,1
Skitter of Lizards,0,1,0,0,0,0,0,0,1.0,2010,2014,2.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,9802.0,1,1,7,0,1.0,201.0,0,0
Dragon's Herald,0,1,0,0,0,0,0,0,1.0,2008,2008,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,16560.0,1,1,2,0,1.0,193.0,0,0
Gluttonous Troll,0,1,0,0,0,0,0,0,4.0,2019,2019,1.0,0,0,1,0,1,1,1,1,1,1,0,0,0,2,7248.0,3,3,2,0,0.0,306.0,0,0
Soul-Strike Technique,0,0,0,0,0,1,0,0,2.0,2019,2019,2.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,14123.0,-5,-5,7,0,1.0,261.0,0,0
Vision Charm,0,0,1,0,0,0,0,0,1.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,12399.0,-5,-5,2,0,1.0,343.0,0,0
Field of Ruin,0,0,0,0,1,0,0,0,0.0,2017,2020,3.0,0,0,0,0,0,1,1,1,1,1,0,0,1,3,338.0,-5,-5,2,0,1.0,216.0,0,0
Ruthless Deathfang,0,1,0,0,0,0,0,0,6.0,2015,2015,1.0,0,1,1,0,0,0,1,1,1,1,0,0,0,3,9624.0,4,4,2,0,1.0,80.0,0,0
Roiling Vortex,0,0,0,0,0,1,0,0,2.0,2020,2020,4.0,0,0,0,1,0,1,1,1,1,1,0,0,0,2,18242.0,-5,-5,2,0,1.0,247.0,0,0
Cryptolith Rite,0,0,0,0,0,1,0,0,2.0,2016,2016,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,410.0,-5,-5,2,0,1.0,60.0,1,1
Marauding Boneslasher,0,1,0,0,0,0,0,0,3.0,2017,2019,2.0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,13582.0,3,3,2,0,1.0,68.0,0,0
Aggravate,0,0,1,0,0,0,0,0,5.0,2012,2012,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,15711.0,-5,-5,2,0,1.0,128.0,0,0
Bloodspore Thrinax,0,1,0,0,0,0,0,0,4.0,2015,2020,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2786.0,2,2,4,1,1.0,320.0,0,1
Orazca Frillback,0,1,0,0,0,0,0,0,3.0,2018,2020,2.0,0,0,0,0,1,0,1,1,1,1,1,0,1,4,13586.0,4,4,7,0,1.0,0.0,0,0
Seasoned Tactician,0,1,0,0,0,0,0,0,3.0,1996,1996,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,19301.0,1,1,2,0,1.0,141.0,0,0
Temur War Shaman,0,1,0,0,0,0,0,0,6.0,2015,2015,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,5539.0,4,4,2,0,1.0,347.0,0,0
Whirling Catapult,0,0,0,0,0,0,0,1,4.0,1996,1996,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,16258.0,-5,-5,4,1,1.0,124.0,0,0
Weatherseed Totem,0,0,0,0,0,0,0,1,3.0,2006,2006,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,12242.0,-5,-5,2,0,1.0,253.0,0,0
Oath of Gideon,1,0,0,0,0,1,0,0,3.0,2016,2016,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,2227.0,-5,-5,2,0,1.0,185.0,0,0
Unmoored Ego,0,0,0,1,0,0,0,0,3.0,2018,2018,2.0,0,1,1,0,0,0,1,1,1,1,0,0,0,2,12239.0,-5,-5,2,0,1.0,226.0,0,0
Spellwild Ouphe,0,1,0,0,0,0,0,0,2.0,2007,2007,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,18123.0,1,1,2,0,1.0,57.0,0,0
Concerted Effort,0,0,0,0,0,1,0,0,4.0,2005,2005,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,6612.0,-5,-5,2,0,1.0,224.0,1,1
Mawcor,0,1,0,0,0,0,0,0,5.0,1997,2001,2.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,14553.0,3,3,4,1,1.0,48.0,0,0
Mystic Barrier,0,0,0,0,0,1,0,0,5.0,2013,2013,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,4888.0,-5,-5,3,0,0.0,225.0,1,1
Final Judgment,0,0,0,1,0,0,0,0,6.0,2005,2005,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,6988.0,-5,-5,2,0,1.0,20.0,1,1
Unblinking Bleb,0,1,0,0,0,0,0,0,4.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,5011.0,1,1,2,0,1.0,337.0,0,0
Alchor's Tomb,0,0,0,0,0,0,0,1,4.0,1994,1994,1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,17910.0,-5,-5,4,1,1.0,106.0,1,1
Chasm Drake,0,1,0,0,0,0,0,0,5.0,2011,2011,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,19372.0,3,3,1,0,1.0,96.0,0,0
Steam Spitter,0,1,0,0,0,0,0,0,5.0,2006,2006,1.0,0,0,0,1,1,0,1,1,0,1,0,0,0,3,16919.0,1,1,2,0,1.0,103.0,0,0
Bloodletter Quill,0,0,0,0,0,0,0,1,3.0,2005,2005,1.0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,15505.0,-5,-5,2,0,1.0,185.0,0,0
Underworld Breach,0,0,0,0,0,1,0,0,2.0,2020,2020,4.0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,915.0,-5,-5,2,0,1.0,273.0,1,1
Izzet Staticaster,0,1,0,0,0,0,0,0,3.0,2012,2012,1.0,0,1,0,1,0,0,1,1,1,1,0,0,0,3,8660.0,0,0,2,0,1.0,191.0,0,0
Glacial Crevasses,0,0,0,0,0,1,0,0,3.0,1995,1995,1.0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,10214.0,-5,-5,4,1,1.0,83.0,1,1
Roc Egg,0,1,0,0,0,0,0,0,3.0,2010,2019,3.0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,5725.0,0,0,3,0,0.0,109.0,0,0
Prowling Caracal,0,1,0,0,0,0,0,0,2.0,2019,2019,3.0,1,0,0,0,0,0,1,1,1,1,1,0,1,4,14562.0,3,3,1,0,0.0,0.0,0,0
Master of Cruelties,0,1,0,0,0,0,0,0,5.0,2013,2019,2.0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1702.0,1,1,2,0,1.0,226.0,1,1
"Venser, the Sojourner",1,0,0,0,0,0,1,0,5.0,2010,2012,2.0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1045.0,-5,-5,6,0,0.0,244.0,1,1
"Kasmina, Enigmatic Mentor",1,0,0,0,0,0,1,0,4.0,2019,2020,5.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,2353.0,-5,-5,2,0,1.0,179.0,0,0
Surrak Dragonclaw,1,1,0,0,0,0,0,0,5.0,2014,2014,2.0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1736.0,6,6,2,0,1.0,126.0,1,1
Simic Signet,0,0,0,0,0,0,0,1,2.0,2006,2019,10.0,0,1,0,0,1,0,1,1,0,1,1,0,1,4,124.0,-5,-5,3,0,0.0,21.0,0,0
Pardic Lancer,0,1,0,0,0,0,0,0,5.0,2002,2002,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,17869.0,3,3,2,0,1.0,92.0,0,0
Avarax,0,1,0,0,0,0,0,0,5.0,2002,2019,3.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,19357.0,3,3,4,1,1.0,210.0,0,0
Sunastian Falconer,1,1,0,0,0,0,0,0,5.0,1994,1994,1.0,0,0,0,1,1,0,1,0,0,1,0,0,1,3,17526.0,4,4,4,1,1.0,16.0,1,1
Crown of Convergence,0,0,0,0,0,0,0,1,2.0,2005,2005,1.0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,13006.0,-5,-5,2,0,1.0,247.0,0,0
Wings of Hope,0,0,0,0,0,1,0,0,2.0,2000,2000,1.0,1,1,0,0,0,0,1,0,0,1,1,0,0,4,17170.0,-5,-5,2,0,1.0,62.0,0,0
Phyrexian Delver,0,1,0,0,0,0,0,0,5.0,2000,2018,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,827.0,3,3,3,0,0.0,169.0,1,1
Water Elemental,0,1,0,0,0,0,0,0,5.0,1993,1999,9.0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,18851.0,5,5,4,1,1.0,0.0,0,0
Saddleback Lagac,0,1,0,0,0,0,0,0,4.0,2016,2018,3.0,0,0,0,0,1,0,1,1,1,1,1,0,1,4,13975.0,3,3,7,0,1.0,123.0,0,0
Tidal Warrior,0,1,0,0,0,0,0,0,1.0,1998,2019,3.0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,8036.0,1,1,6,0,0.0,53.0,0,0
"Atemsis, All-Seeing",1,1,0,0,0,0,0,0,6.0,2019,2019,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,4899.0,4,4,1,0,1.0,249.0,0,0
"Dong Zhou, the Tyrant",1,1,0,0,0,0,0,0,5.0,1999,1999,1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,15972.0,3,3,4,1,1.0,135.0,1,1
Oath of Jace,1,0,0,0,0,1,0,0,3.0,2016,2016,2.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,2686.0,-5,-5,2,0,1.0,176.0,0,0
Scour,0,0,1,0,0,0,0,0,4.0,1999,2005,2.0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,19817.0,-5,-5,2,0,1.0,188.0,0,0
Animist's Awakening,0,0,0,1,0,0,0,0,1.0,2015,2020,2.0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,1394.0,-5,-5,3,0,0.0,272.0,0,0
Thalakos Sentry,0,1,0,0,0,0,0,0,2.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,14366.0,1,1,2,0,1.0,77.0,0,0
Silent Submersible,0,0,0,0,0,0,0,1,2.0,2019,2019,2.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,10150.0,2,2,2,0,1.0,227.0,0,0
"Shizo, Death's Storehouse",1,0,0,0,1,0,0,0,0.0,2004,2020,2.0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,1065.0,-5,-5,2,0,1.0,154.0,1,1
Elven Palisade,0,0,0,0,0,1,0,0,1.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,18740.0,-5,-5,2,0,1.0,75.0,0,0
Outpost Siege,0,0,0,0,0,1,0,0,4.0,2015,2020,3.0,0,0,0,1,0,0,1,1,1,1,0,0,1,2,725.0,-5,-5,3,0,0.0,299.0,0,0
Dragon Breath,0,0,0,0,0,1,0,0,2.0,2003,2019,4.0,0,0,0,1,0,0,1,0,0,1,1,0,1,3,7160.0,-5,-5,7,0,1.0,273.0,0,0
Makindi Griffin,0,1,0,0,0,0,0,0,4.0,2010,2015,2.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,14685.0,2,2,6,0,0.0,6.0,0,0
Unworthy Dead,0,1,0,0,0,0,0,0,2.0,1998,1998,2.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,14078.0,1,1,2,0,1.0,30.0,0,0
Winding Way,0,0,0,1,0,0,0,0,2.0,2019,2019,1.0,0,0,0,0,1,0,1,1,0,1,1,0,0,4,4099.0,-5,-5,7,0,1.0,167.0,0,0
"Callaphe, Beloved of the Sea",1,1,0,0,0,1,0,0,3.0,2020,2020,2.0,0,1,0,0,0,1,1,1,1,1,0,0,0,3,4968.0,-3,-3,2,0,1.0,266.0,0,0
Sea God's Revenge,0,0,0,1,0,0,0,0,6.0,2013,2013,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,12701.0,-5,-5,2,0,1.0,183.0,0,0
Honored Hierarch,0,1,0,0,0,0,0,0,1.0,2015,2015,3.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,7563.0,1,1,1,0,1.0,231.0,0,0
"Keiga, the Tide Star",1,1,0,0,0,0,0,0,6.0,2004,2017,3.0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,2302.0,5,5,4,1,1.0,71.0,1,1
Glimpse the Unthinkable,0,0,0,1,0,0,0,0,2.0,2005,2018,3.0,0,1,1,0,0,0,1,1,0,1,0,0,1,2,4627.0,-5,-5,4,1,1.0,30.0,1,0
Lumengrid Gargoyle,0,1,0,0,0,0,0,1,6.0,2011,2011,1.0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,18362.0,4,4,6,0,0.0,6.0,0,0
Harnessed Lightning,0,0,1,0,0,0,0,0,2.0,2016,2016,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,11014.0,-5,-5,2,0,1.0,163.0,0,0
Pearl Dragon,0,1,0,0,0,0,0,0,6.0,1996,1999,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,17496.0,4,4,1,0,1.0,57.0,0,0
Giant Turtle,0,1,0,0,0,0,0,0,3.0,1994,1994,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,18189.0,2,2,2,0,1.0,63.0,0,0
"Arahbo, Roar of the World",1,1,0,0,0,0,0,0,5.0,2017,2019,2.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2980.0,5,5,3,0,0.0,336.0,1,1
Savage Smash,0,0,0,1,0,0,0,0,3.0,2019,2019,1.0,0,0,0,1,1,0,1,1,1,1,1,0,0,4,10100.0,-5,-5,2,0,1.0,155.0,0,0
Golgari Charm,0,0,1,0,0,0,0,0,2.0,2012,2018,5.0,0,0,1,0,1,0,1,1,1,1,0,0,1,3,775.0,-5,-5,4,1,1.0,127.0,0,0
Hollowhenge Scavenger,0,1,0,0,0,0,0,0,5.0,2011,2011,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,18346.0,4,4,2,0,1.0,106.0,0,0
Sootstoke Kindler,0,1,0,0,0,0,0,0,2.0,2008,2008,1.0,0,0,1,1,0,0,1,1,0,1,1,0,0,4,14709.0,1,1,2,0,1.0,70.0,0,0
Drannith Stinger,0,1,0,0,0,0,0,0,2.0,2020,2020,1.0,0,0,0,1,0,1,1,1,1,1,1,0,0,4,5878.0,2,2,2,0,1.0,133.0,0,0
Treasured Find,0,0,0,1,0,0,0,0,2.0,2012,2018,3.0,0,0,1,0,1,0,1,1,1,1,0,0,1,3,2931.0,-5,-5,6,0,0.0,74.0,0,0
Loch Korrigan,0,1,0,0,0,0,0,0,4.0,2008,2008,1.0,0,1,1,0,0,0,1,1,0,1,1,0,0,4,20142.0,1,1,2,0,1.0,50.0,0,0
Answered Prayers,0,0,0,0,0,1,0,0,3.0,2019,2019,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,7387.0,-5,-5,7,0,1.0,211.0,0,0
Steelgaze Griffin,0,1,0,0,0,0,0,0,5.0,2019,2019,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,16626.0,2,2,2,0,1.0,100.0,0,0
Chitinous Cloak,0,0,0,0,0,0,0,1,3.0,2016,2016,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,7581.0,-5,-5,2,0,1.0,109.0,0,0
Sunscourge Champion,0,1,0,0,0,0,0,0,3.0,2017,2017,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,11177.0,2,2,2,0,1.0,315.0,0,0
Release the Dogs,0,0,0,1,0,0,0,0,4.0,2020,2020,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,12592.0,-5,-5,7,0,1.0,42.0,1,0
Ertai's Trickery,0,0,1,0,0,0,0,0,1.0,2001,2001,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,20110.0,-5,-5,2,0,1.0,38.0,0,0
Balduvian Shaman,0,1,0,0,0,0,0,0,1.0,1995,1995,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,18865.0,1,1,2,0,1.0,463.0,0,0
Myr Battlesphere,0,1,0,0,0,0,0,1,7.0,2010,2020,8.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,436.0,4,4,4,1,1.0,298.0,0,0
"Josu Vess, Lich Knight",1,1,0,0,0,0,0,0,4.0,2018,2018,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,1636.0,4,4,2,0,1.0,215.0,0,0
Civic Saber,0,0,0,0,0,0,0,1,1.0,2012,2012,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,9598.0,-5,-5,2,0,1.0,62.0,0,0
Quest for the Holy Relic,0,0,0,0,0,1,0,0,1.0,2009,2009,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,7065.0,-5,-5,2,0,1.0,307.0,0,0
Infernal Offering,0,0,0,1,0,0,0,0,5.0,2014,2014,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,6321.0,-5,-5,3,0,0.0,295.0,0,0
Avacyn's Pilgrim,0,1,0,0,0,0,0,0,1.0,2011,2019,4.0,1,0,0,0,1,0,1,1,0,1,1,0,1,4,386.0,1,1,4,1,1.0,13.0,0,0
Exclusion Mage,0,1,0,0,0,0,0,0,3.0,2018,2020,2.0,0,1,0,0,0,0,1,1,1,1,0,0,1,3,4137.0,2,2,7,0,1.0,108.0,0,0
Shaman of the Great Hunt,0,1,0,0,0,0,0,0,4.0,2015,2015,2.0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,4070.0,4,4,2,0,1.0,191.0,0,0
"Judith, the Scourge Diva",1,1,0,0,0,0,0,0,3.0,2019,2019,3.0,0,0,1,1,0,0,1,1,1,1,0,0,0,2,1744.0,2,2,2,0,1.0,140.0,0,0
Jhessian Lookout,0,1,0,0,0,0,0,0,2.0,2008,2008,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,19422.0,2,2,2,0,1.0,0.0,0,0
Latch Seeker,0,1,0,0,0,0,0,0,3.0,2012,2012,2.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,10277.0,3,3,2,0,1.0,30.0,0,0
Wayward Giant,0,1,0,0,0,0,0,0,5.0,2016,2019,2.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,16539.0,4,4,2,0,1.0,6.0,0,0
God-Pharaoh's Gift,0,0,0,0,0,0,0,1,7.0,2017,2017,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,3024.0,-5,-5,2,0,1.0,211.0,0,0
Burning Sands,0,0,0,0,0,1,0,0,5.0,2001,2001,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,6681.0,-5,-5,2,0,1.0,71.0,1,1
Chillerpillar,0,1,0,0,0,0,0,0,4.0,2019,2019,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,13111.0,3,3,7,0,1.0,223.0,0,0
Relic Bind,0,0,0,0,0,1,0,0,3.0,1994,1995,4.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,19651.0,-5,-5,1,0,1.0,186.0,0,0
Obsessive Stitcher,0,1,0,0,0,0,0,0,3.0,2020,2020,1.0,0,1,1,0,0,1,1,1,1,1,0,0,0,3,12267.0,0,0,1,0,1.0,152.0,0,0
Bubble Snare,0,0,0,0,0,1,0,0,1.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,19035.0,-5,-5,2,0,1.0,242.0,0,0
Tracker's Instincts,0,0,0,1,0,0,0,0,2.0,2012,2012,1.0,0,1,0,0,1,0,1,1,0,1,0,0,0,3,12125.0,-5,-5,2,0,1.0,228.0,0,0
Anchor to the Aether,0,0,0,1,0,0,0,0,3.0,2015,2015,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,13648.0,-5,-5,1,0,1.0,151.0,0,0
Sideswipe,0,0,1,0,0,0,0,0,2.0,2004,2004,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,20362.0,-5,-5,2,0,1.0,50.0,0,0
Ethereal Champion,0,1,0,0,0,0,0,0,5.0,1996,1999,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,17821.0,3,3,1,0,1.0,89.0,0,0
Sleight of Mind,0,0,1,0,0,0,0,0,1.0,1993,1997,10.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,9594.0,-5,-5,1,0,1.0,210.0,0,0
Anoint,0,0,1,0,0,0,0,0,1.0,1997,1997,1.0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,17545.0,-5,-5,4,1,1.0,199.0,0,0
Viridian Corrupter,0,1,0,0,0,0,0,0,3.0,2011,2011,1.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,2921.0,2,2,6,0,0.0,198.0,0,0
Spore Burst,0,0,0,1,0,0,0,0,4.0,2009,2009,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,14073.0,-5,-5,2,0,1.0,102.0,0,0
Cerulean Sphinx,0,1,0,0,0,0,0,0,6.0,2005,2005,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,11722.0,5,5,2,0,1.0,67.0,0,0
Sanctum of Calm Waters,1,0,0,0,0,1,0,0,4.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,0,0,0,3,6194.0,-5,-5,1,0,1.0,141.0,0,0
Shimmer of Possibility,0,0,0,1,0,0,0,0,2.0,2019,2019,1.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,5722.0,-5,-5,2,0,1.0,136.0,0,0
Verdant Force,0,1,0,0,0,0,0,0,8.0,1997,2018,11.0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,1801.0,7,7,2,0,1.0,77.0,0,0
Revive the Fallen,0,0,0,1,0,0,0,0,2.0,2008,2008,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,13808.0,-5,-5,2,0,1.0,313.0,0,0
Dread Presence,0,1,0,0,0,0,0,0,4.0,2019,2019,3.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,1635.0,3,3,1,0,1.0,178.0,1,1
Siren Reaver,0,1,0,0,0,0,0,0,4.0,2018,2018,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,11779.0,3,3,2,0,1.0,74.0,0,0
War Cadence,0,0,0,0,0,1,0,0,3.0,1999,2013,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,5453.0,-5,-5,3,0,0.0,114.0,0,0
Fire Ambush,0,0,0,1,0,0,0,0,2.0,1999,1999,1.0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,16118.0,-5,-5,4,1,1.0,41.0,1,0
Benefactor's Draught,0,0,1,0,0,0,0,0,2.0,2016,2016,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2969.0,-5,-5,3,0,0.0,114.0,1,1
Onward // Victory,0,0,1,1,0,0,0,0,6.0,2017,2017,1.0,1,0,0,1,0,0,1,1,1,1,0,0,0,3,19112.0,-5,-5,2,0,1.0,0.0,0,0
Tatterkite,0,1,0,0,0,0,0,1,3.0,2008,2008,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,7253.0,2,2,2,0,1.0,48.0,1,0
Oracle's Vault,0,0,0,0,0,0,0,1,4.0,2017,2017,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,3080.0,-5,-5,2,0,1.0,328.0,0,0
